angry;disgust;scared;happy;sad;surprised;neutral
10.82;0.17;20.53;20.95;6.47;2.18;38.87
12.69;0.33;19.66;29.08;6.24;1.87;30.14
12.68;0.36;24.83;24.67;7.09;1.94;28.42
13.88;0.44;27.55;20.06;8.83;1.75;27.48
11.67;0.27;25.84;18.85;8.17;1.33;33.87
10.81;0.37;30.49;18.64;10.79;1.96;26.94
12.04;0.3;29.59;17.79;9.9;1.42;28.96
10.34;0.31;28.11;21.91;9.46;1.84;28.03
9.85;0.27;19.48;27.76;8.32;1.61;32.71
9.53;0.17;21.01;21.13;10.8;1.18;36.18
8.12;0.24;16.78;23.8;11.68;0.98;38.39
8.38;0.32;17.23;26.71;8.73;4.1;34.53
11.26;0.16;10.65;38.21;3.97;13.83;21.91
8.88;0.03;17.96;7.18;5.53;9.3;51.12
9.6;0.02;15.44;37.99;4.69;2.46;29.8
4.78;0.03;10.05;48.07;5.59;1.3;30.18
6.42;0.08;17.71;31.74;5.88;3.43;34.74
6.59;0.06;18.65;32.52;5.49;3.6;33.09
8.86;0.08;24.76;24.82;5.95;3.23;32.31
11.59;0.1;22.39;25.04;6.03;4.13;30.72
6.68;0.12;15.77;34.91;6.2;2.81;33.51
6.41;0.12;12.95;38.44;8.69;2.2;31.19
6.17;0.09;14.68;37.62;7.97;2.3;31.17
5.42;0.12;14.43;40.54;6.89;2.61;29.99
6.67;0.12;16.78;34.74;7.67;2.52;31.5
5.47;0.24;12.92;45.54;6.24;2.59;27.0
7.8;0.1;11.02;38.76;5.78;2.52;34.02
7.77;0.17;15.07;32.12;9.04;2.43;33.39
5.41;0.15;12.07;39.72;7.08;1.71;33.86
8.47;0.1;16.28;28.69;7.11;2.62;36.73
9.28;0.09;19.95;24.32;8.27;1.92;36.17
13.19;0.07;24.55;20.19;7.4;1.99;32.61
6.04;0.06;14.45;33.05;7.1;1.95;37.34
5.71;0.05;12.57;33.78;6.89;1.6;39.39
6.02;0.09;11.63;42.44;6.86;1.61;31.35
7.24;0.08;9.68;47.77;9.18;2.15;23.89
10.36;0.09;14.94;40.17;8.65;3.5;22.3
11.93;0.08;19.28;21.74;8.22;4.07;34.68
11.68;0.1;19.3;21.85;5.02;5.52;36.53
6.12;0.09;15.75;40.25;6.75;3.3;27.73
4.56;0.0;8.4;4.22;4.44;41.78;36.61
3.13;0.01;6.76;4.11;3.86;52.25;29.88
10.63;0.07;20.07;20.04;9.46;1.53;38.2
9.9;0.13;19.59;23.23;10.55;1.46;35.13
3.88;0.0;8.21;4.1;4.04;43.58;36.19
6.6;0.1;14.61;31.92;10.82;1.46;34.49
3.97;0.0;9.04;4.71;4.34;42.04;35.9
10.99;0.03;22.8;27.24;5.54;3.43;29.97
6.8;0.03;19.47;29.58;4.45;3.89;35.78
5.01;0.05;13.41;35.22;5.64;2.65;38.03
3.92;0.05;12.74;40.75;5.61;4.24;32.69
5.07;0.03;11.88;39.54;6.31;2.29;34.88
6.05;0.02;20.84;24.22;6.23;2.76;39.87
6.45;0.08;14.87;31.34;7.58;2.47;37.21
8.34;0.11;20.83;26.11;8.53;2.08;34.0
11.93;0.1;27.64;21.31;6.7;3.25;29.08
11.12;0.34;17.39;27.91;8.2;2.2;32.85
10.01;0.19;16.52;34.84;5.92;2.42;30.1
10.38;0.2;19.51;26.46;7.62;2.53;33.3
