frameID,mediaTime,attention,dominantEmotion,emotion_Angry,emotion_Disgust,emotion_Fear,emotion_Happy,emotion_Neutral,emotion_Sad,emotion_Surprise,arousal,valence,affects38_Afraid,affects38_Amused,affects38_Angry,affects38_Annoyed,affects38_Anxious,affects38_Apathetic,affects38_Astonished,affects38_Bored,affects38_Calm,affects38_Conceited,affects38_Contemplative,affects38_Content,affects38_Convinced,affects38_Delighted,affects38_Depressed,affects38_Determined,affects38_Disappointed,affects38_Discontented,affects38_Distressed,affects38_Embarrassed,affects38_Enraged,affects38_Excited,affects38_Feel Well,affects38_Frustrated,affects38_Happy,affects38_Hopeful,affects38_Impressed,affects38_Melancholic,affects38_Peaceful,affects38_Pensive,affects38_Pleased,affects38_Relaxed,affects38_Sad,affects38_Satisfied,affects38_Sleepy,affects38_Tired,affects38_Uncomfortable,affects38_Worried,affects98_Adventurous,affects98_Afraid,affects98_Alarmed,affects98_Ambitious,affects98_Amorous,affects98_Amused,affects98_Angry,affects98_Annoyed,affects98_Anxious,affects98_Apathetic,affects98_Aroused,affects98_Ashamed,affects98_Astonished,affects98_At Ease,affects98_Attentive,affects98_Bellicose,affects98_Bitter,affects98_Bored,affects98_Calm,affects98_Compassionate,affects98_Conceited,affects98_Confident,affects98_Conscientious,affects98_Contemplative,affects98_Contemptuous,affects98_Content,affects98_Convinced,affects98_Courageous,affects98_Defient,affects98_Dejected,affects98_Delighted,affects98_Depressed,affects98_Desperate,affects98_Despondent,affects98_Determined,affects98_Disappointed,affects98_Discontented,affects98_Disgusted,affects98_Dissatisfied,affects98_Distressed,affects98_Distrustful,affects98_Doubtful,affects98_Droopy,affects98_Embarrassed,affects98_Enraged,affects98_Enthusiastic,affects98_Envious,affects98_Excited,affects98_Expectant,affects98_Feel Guilt,affects98_Feel Well,affects98_Feeling Superior,affects98_Friendly,affects98_Frustrated,affects98_Glad,affects98_Gloomy,affects98_Happy,affects98_Hateful,affects98_Hesitant,affects98_Hopeful,affects98_Hostile,affects98_Impatient,affects98_Impressed,affects98_Indignant,affects98_Insulted,affects98_Interested,affects98_Jealous,affects98_Joyous,affects98_Languid,affects98_Light Hearted,affects98_Loathing,affects98_Longing,affects98_Lusting,affects98_Melancholic,affects98_Miserable,affects98_Passionate,affects98_Peaceful,affects98_Pensive,affects98_Pleased,affects98_Polite,affects98_Relaxed,affects98_Reverent,affects98_Sad,affects98_Satisfied,affects98_Selfconfident,affects98_Serene,affects98_Serious,affects98_Sleepy,affects98_Solemn,affects98_Startled,affects98_Suspicious,affects98_Taken Aback,affects98_Tense,affects98_Tired,affects98_Triumphant,affects98_Uncomfortable,affects98_Wavering,affects98_Worried,quadrant,positivity
1,0,0.85,Neutral,0.2,0.03,0.07,0.13,0.34,0.15,0.07,-0.27,-0.28,0,0.09,0,0.1,0.52,0.97,0,0.73,0,0,0.14,0,0.02,0,0.68,0,0.67,0.48,0.12,0.9,0,0,0,0.46,0,0.19,0.51,0.79,0.04,0.8,0,0,0.69,0,0.4,0.42,0.84,0.96,0,0,0,0,0,0.09,0,0.1,0.52,0.97,0,0.92,0,0,0.39,0,0.45,0.73,0,0.15,0,0.37,0.37,0.14,0.05,0,0.02,0,0,0.6,0,0.68,0.68,0.89,0,0.67,0.48,0.27,0.89,0.12,0.82,0.53,0.58,0.9,0,0.04,0,0,0.53,0.96,0,0,0,0.46,0,0.62,0,0,0.79,0.19,0,0.63,0.51,0.46,0.56,0.04,0.27,0,0.95,0.19,0.24,0.73,0,0.79,0.56,0.48,0.04,0.8,0,0.43,0,0.28,0.69,0,0,0,0.6,0.4,0,0.5,0.71,0.98,0,0.42,0,0.84,0.74,0.96,Low Control,0.16
2,0.047,1,,0.28,0.03,0.11,0.16,0.18,0.1,0.14,-0.18,-0.29,0.05,0.16,0.04,0.28,0.42,0.99,0,0.62,0,0.09,0.06,0,0.13,0,0.65,0,0.72,0.6,0.28,0.83,0.18,0,0,0.58,0,0.16,0.53,0.7,0,0.73,0,0,0.67,0,0.24,0.26,0.82,0.93,0,0.05,0,0,0,0.16,0.04,0.28,0.42,0.99,0,0.87,0,0,0.33,0,0.55,0.62,0,0,0.09,0.36,0.25,0.06,0.22,0,0.13,0,0.09,0.48,0,0.65,0.63,0.86,0,0.72,0.6,0.41,0.9,0.28,0.89,0.38,0.44,0.83,0.18,0.13,0.01,0,0.57,0.92,0,0.09,0,0.58,0,0.58,0,0,0.69,0.16,0,0.72,0.53,0.59,0.66,0.08,0.42,0,0.89,0.28,0.37,0.68,0,0.7,0.59,0.54,0,0.73,0,0.33,0,0.13,0.67,0,0,0,0.51,0.24,0,0.56,0.81,0.98,0,0.26,0,0.82,0.66,0.93,Low Control,0.18
3,0.127,1,,0.3,0.03,0.11,0.19,0.16,0.09,0.13,-0.13,-0.29,0.13,0.19,0.11,0.35,0.36,0.99,0,0.57,0,0.16,0.02,0,0.18,0,0.62,0,0.73,0.64,0.34,0.79,0.26,0,0,0.63,0,0.15,0.54,0.66,0,0.69,0,0,0.64,0,0.17,0.2,0.8,0.92,0,0.13,0,0,0,0.19,0.11,0.35,0.36,0.99,0,0.84,0,0,0.31,0,0.58,0.57,0,0,0.16,0.36,0.2,0.02,0.29,0,0.18,0,0.17,0.42,0,0.62,0.6,0.83,0,0.73,0.64,0.46,0.9,0.34,0.91,0.32,0.38,0.79,0.26,0.18,0.09,0,0.59,0.9,0,0.15,0,0.63,0,0.55,0,0,0.64,0.15,0,0.76,0.54,0.64,0.68,0.1,0.48,0,0.86,0.32,0.42,0.66,0,0.66,0.59,0.56,0,0.69,0,0.29,0,0.06,0.64,0,0,0,0.47,0.17,0,0.57,0.84,0.98,0,0.2,0,0.8,0.61,0.92,Low Control,0.19
4,0.159,1,,0.23,0.07,0.09,0.24,0.14,0.17,0.06,0.07,-0.25,0.45,0.34,0.46,0.61,0.02,0.96,0,0.26,0,0.47,0,0,0.42,0,0.41,0,0.69,0.75,0.55,0.56,0.57,0,0,0.77,0,0.11,0.57,0.43,0,0.49,0,0,0.46,0,0,0,0.64,0.81,0,0.45,0.29,0.21,0,0.34,0.46,0.61,0.02,0.96,0,0.64,0,0,0.19,0.18,0.66,0.26,0,0,0.47,0.35,0,0,0.55,0,0.42,0,0.44,0.07,0,0.41,0.38,0.65,0,0.69,0.75,0.65,0.82,0.55,0.95,0,0.02,0.56,0.57,0.37,0.43,0,0.67,0.73,0,0.43,0,0.77,0,0.34,0,0.28,0.36,0.11,0.32,0.91,0.57,0.85,0.74,0.19,0.73,0,0.68,0.5,0.57,0.53,0.17,0.43,0.5,0.67,0,0.49,0,0.09,0,0,0.46,0,0,0,0.25,0,0,0.55,0.96,0.89,0.33,0,0,0.64,0.32,0.81,Obstructive,0.28
5,0.207,1,,0.24,0.02,0.07,0.21,0.28,0.11,0.06,0.05,-0.22,0.42,0.38,0.45,0.59,0.01,0.97,0,0.27,0,0.48,0,0,0.45,0,0.39,0.03,0.66,0.72,0.51,0.58,0.55,0,0,0.74,0,0.17,0.61,0.46,0,0.52,0,0,0.44,0,0,0,0.63,0.83,0,0.42,0.28,0.23,0,0.38,0.45,0.59,0.01,0.97,0,0.65,0,0,0.24,0.17,0.62,0.27,0,0,0.48,0.4,0,0,0.51,0,0.45,0,0.41,0.08,0,0.39,0.36,0.64,0.03,0.66,0.72,0.61,0.81,0.51,0.94,0,0.04,0.58,0.55,0.41,0.41,0,0.71,0.73,0,0.45,0,0.74,0,0.32,0,0.24,0.38,0.17,0.3,0.91,0.61,0.83,0.71,0.24,0.72,0,0.69,0.53,0.52,0.57,0.17,0.46,0.46,0.7,0,0.52,0,0.14,0,0,0.44,0,0,0,0.3,0,0,0.51,0.95,0.88,0.33,0,0,0.63,0.33,0.83,Obstructive,0.3
6,0.239,1,,0.19,0.02,0.15,0.11,0.28,0.14,0.11,0.06,-0.28,0.44,0.29,0.43,0.61,0.07,0.96,0,0.28,0,0.42,0,0,0.37,0,0.46,0,0.72,0.77,0.56,0.58,0.55,0,0,0.79,0,0.06,0.53,0.43,0,0.49,0,0,0.5,0,0,0,0.68,0.81,0,0.44,0.26,0.15,0,0.29,0.43,0.61,0.07,0.96,0,0.67,0,0,0.15,0.15,0.69,0.28,0,0,0.42,0.31,0,0,0.55,0,0.37,0,0.45,0.11,0,0.46,0.42,0.68,0,0.72,0.77,0.66,0.85,0.56,0.96,0,0.05,0.58,0.55,0.32,0.41,0,0.64,0.75,0,0.38,0,0.79,0,0.39,0,0.28,0.38,0.06,0.3,0.89,0.53,0.83,0.77,0.13,0.7,0,0.69,0.45,0.59,0.51,0.12,0.43,0.55,0.63,0,0.49,0,0.06,0,0,0.5,0,0,0,0.24,0,0,0.59,0.96,0.9,0.3,0,0,0.68,0.36,0.81,Obstructive,0.25
7,0.288,1,Neutral,0.21,0.02,0.07,0.17,0.34,0.12,0.07,-0.15,-0.29,0.1,0.18,0.08,0.32,0.38,0.99,0,0.59,0,0.13,0.04,0,0.16,0,0.63,0,0.72,0.62,0.32,0.81,0.23,0,0,0.61,0,0.15,0.53,0.68,0,0.71,0,0,0.65,0,0.2,0.22,0.81,0.92,0,0.1,0,0,0,0.18,0.08,0.32,0.38,0.99,0,0.85,0,0,0.32,0,0.57,0.59,0,0,0.13,0.36,0.22,0.04,0.26,0,0.16,0,0.14,0.45,0,0.63,0.61,0.84,0,0.72,0.62,0.44,0.9,0.32,0.9,0.34,0.41,0.81,0.23,0.16,0.06,0,0.59,0.91,0,0.13,0,0.61,0,0.56,0,0,0.66,0.15,0,0.74,0.53,0.62,0.67,0.09,0.45,0,0.87,0.31,0.4,0.66,0,0.68,0.59,0.55,0,0.71,0,0.31,0,0.09,0.65,0,0,0,0.48,0.2,0,0.57,0.83,0.98,0,0.22,0,0.81,0.63,0.92,Low Control,0.18
8,0.319,0.98,,0.27,0.03,0.1,0.22,0.21,0.11,0.06,-0.21,-0.29,0,0.12,0,0.22,0.46,0.98,0,0.67,0,0.02,0.08,0,0.08,0,0.67,0,0.71,0.56,0.23,0.86,0.11,0,0,0.54,0,0.16,0.52,0.74,0,0.76,0,0,0.69,0,0.3,0.32,0.83,0.94,0,0,0,0,0,0.12,0,0.22,0.46,0.98,0,0.9,0,0,0.34,0,0.52,0.67,0,0.05,0.02,0.36,0.29,0.08,0.16,0,0.08,0,0.03,0.53,0,0.67,0.66,0.88,0,0.71,0.56,0.36,0.9,0.23,0.87,0.44,0.5,0.86,0.11,0.09,0,0,0.55,0.94,0,0.03,0,0.54,0,0.6,0,0,0.73,0.16,0,0.68,0.52,0.54,0.63,0.05,0.36,0,0.91,0.24,0.33,0.69,0,0.74,0.58,0.51,0,0.76,0,0.36,0,0.18,0.69,0,0,0,0.54,0.3,0,0.55,0.78,0.99,0,0.32,0,0.83,0.7,0.94,Low Control,0.16
9,0.367,0.83,Angry,0.31,0.03,0.1,0.17,0.21,0.11,0.06,-0.28,-0.3,0,0.05,0,0.09,0.55,0.97,0,0.74,0,0,0.12,0,0,0,0.71,0,0.68,0.48,0.12,0.91,0,0,0,0.45,0,0.16,0.48,0.79,0.03,0.8,0,0,0.71,0,0.4,0.42,0.85,0.95,0,0,0,0,0,0.05,0,0.09,0.55,0.97,0,0.93,0,0,0.37,0,0.45,0.74,0,0.14,0,0.34,0.36,0.12,0.03,0,0,0,0,0.62,0,0.71,0.7,0.9,0,0.68,0.48,0.26,0.9,0.12,0.82,0.54,0.59,0.91,0,0,0,0,0.5,0.97,0,0,0,0.45,0,0.64,0,0,0.8,0.16,0,0.6,0.48,0.44,0.57,0,0.24,0,0.95,0.16,0.24,0.71,0,0.79,0.58,0.45,0.03,0.8,0,0.41,0,0.28,0.71,0,0,0,0.59,0.4,0,0.51,0.7,0.98,0,0.42,0,0.85,0.76,0.95,Low Control,0.14
10,0.399,0.83,,0.24,0.04,0.09,0.17,0.26,0.16,0.05,-0.28,-0.29,0,0.06,0,0.09,0.54,0.97,0,0.74,0,0,0.13,0,0,0,0.7,0,0.68,0.48,0.11,0.9,0,0,0,0.45,0,0.17,0.49,0.79,0.04,0.8,0,0,0.7,0,0.4,0.43,0.85,0.95,0,0,0,0,0,0.06,0,0.09,0.54,0.97,0,0.93,0,0,0.38,0,0.45,0.74,0,0.14,0,0.35,0.37,0.13,0.03,0,0,0,0,0.62,0,0.7,0.69,0.9,0,0.68,0.48,0.26,0.89,0.11,0.82,0.54,0.59,0.9,0,0.01,0,0,0.51,0.97,0,0,0,0.45,0,0.63,0,0,0.8,0.17,0,0.61,0.49,0.45,0.56,0.02,0.25,0,0.95,0.17,0.23,0.72,0,0.79,0.57,0.46,0.04,0.8,0,0.42,0,0.28,0.7,0,0,0,0.6,0.4,0,0.51,0.71,0.98,0,0.43,0,0.85,0.75,0.95,Low Control,0.15
11,0.447,1,,0.28,0.02,0.12,0.07,0.26,0.12,0.14,-0.15,-0.21,0.07,0.3,0.1,0.29,0.31,1,0,0.57,0,0.2,0.17,0,0.27,0,0.54,0,0.63,0.55,0.24,0.79,0.24,0,0,0.55,0,0.29,0.64,0.71,0.02,0.75,0,0,0.56,0,0.24,0.26,0.74,0.95,0,0.07,0,0,0,0.3,0.1,0.29,0.31,1,0,0.82,0,0,0.43,0,0.48,0.57,0,0.06,0.2,0.48,0.31,0.17,0.21,0,0.27,0,0.08,0.41,0,0.54,0.53,0.79,0,0.63,0.55,0.38,0.85,0.24,0.87,0.34,0.4,0.79,0.24,0.28,0.05,0,0.68,0.89,0,0.22,0,0.55,0,0.47,0,0,0.65,0.29,0,0.78,0.64,0.63,0.59,0.23,0.48,0,0.88,0.41,0.31,0.74,0,0.71,0.48,0.64,0.02,0.75,0,0.41,0,0.16,0.56,0,0,0,0.56,0.24,0,0.46,0.82,0.95,0,0.26,0,0.74,0.58,0.95,Low Control,0.26
12,0.479,1,Neutral,0.23,0.02,0.07,0.15,0.31,0.11,0.11,0.25,-0.27,0.69,0.32,0.68,0.8,0,0.85,0.11,0,0,0.63,0,0,0.49,0,0.21,0,0.64,0.83,0.71,0.29,0.77,0,0,0.87,0,0,0.46,0.12,0,0.2,0,0,0.28,0,0,0,0.47,0.63,0,0.69,0.55,0.36,0,0.32,0.68,0.8,0,0.85,0.14,0.41,0.11,0,0,0.47,0.72,0,0,0,0.63,0.19,0,0,0.74,0,0.49,0,0.66,0,0,0.21,0.16,0.45,0,0.64,0.83,0.78,0.72,0.71,0.94,0,0,0.29,0.77,0.4,0.68,0,0.61,0.52,0,0.55,0,0.87,0,0.14,0,0.54,0.04,0,0.59,0.95,0.46,0.95,0.78,0.1,0.87,0,0.44,0.52,0.69,0.3,0.4,0.12,0.42,0.64,0,0.2,0,0,0,0,0.28,0,0,0,0,0,0,0.53,1,0.75,0.58,0,0,0.47,0.03,0.63,Obstructive,0.32
13,0.527,1,,0.21,0.02,0.11,0.15,0.28,0.16,0.06,-0.03,-0.23,0.3,0.34,0.31,0.48,0.16,0.99,0,0.41,0,0.36,0.01,0,0.37,0,0.48,0,0.67,0.68,0.42,0.68,0.43,0,0,0.69,0,0.21,0.61,0.57,0,0.62,0,0,0.51,0,0.02,0.03,0.7,0.89,0,0.3,0.13,0.12,0,0.34,0.31,0.48,0.16,0.99,0,0.73,0,0,0.31,0.01,0.59,0.41,0,0,0.36,0.42,0.12,0.01,0.41,0,0.37,0,0.29,0.23,0,0.48,0.45,0.72,0,0.67,0.68,0.54,0.84,0.42,0.93,0.13,0.2,0.68,0.43,0.35,0.28,0,0.69,0.81,0,0.35,0,0.69,0,0.4,0,0.1,0.5,0.21,0.15,0.86,0.61,0.76,0.69,0.22,0.63,0,0.78,0.48,0.46,0.64,0.02,0.57,0.5,0.67,0,0.62,0,0.24,0,0,0.51,0,0,0,0.4,0.02,0,0.52,0.91,0.93,0.18,0.03,0,0.7,0.45,0.89,Low Control,0.27
14,0.559,0.84,Angry,0.32,0.05,0.15,0.11,0.18,0.12,0.07,-0.27,-0.3,0,0.05,0,0.11,0.54,0.97,0,0.73,0,0,0.1,0,0,0,0.71,0,0.69,0.5,0.14,0.9,0,0,0,0.47,0,0.15,0.48,0.78,0.01,0.79,0,0,0.72,0,0.38,0.41,0.86,0.95,0,0,0,0,0,0.05,0,0.11,0.54,0.97,0,0.93,0,0,0.35,0,0.47,0.73,0,0.12,0,0.33,0.35,0.1,0.05,0,0,0,0,0.61,0,0.71,0.7,0.9,0,0.69,0.5,0.28,0.9,0.14,0.83,0.53,0.58,0.9,0,0,0,0,0.5,0.97,0,0,0,0.47,0,0.64,0,0,0.79,0.15,0,0.61,0.48,0.46,0.58,0,0.25,0,0.94,0.16,0.26,0.7,0,0.78,0.59,0.45,0.01,0.79,0,0.4,0,0.26,0.72,0,0,0,0.58,0.38,0,0.53,0.71,0.99,0,0.41,0,0.86,0.76,0.95,Low Control,0.14
15,0.639,0.92,,0.21,0.04,0.14,0.2,0.19,0.16,0.06,-0.21,-0.24,0,0.2,0,0.21,0.41,0.99,0,0.65,0,0.08,0.16,0,0.15,0,0.62,0,0.66,0.53,0.19,0.85,0.13,0,0,0.52,0,0.25,0.58,0.75,0.03,0.78,0,0,0.63,0,0.32,0.34,0.79,0.96,0,0,0,0,0,0.2,0,0.21,0.41,0.99,0,0.88,0,0,0.41,0,0.47,0.65,0,0.1,0.08,0.43,0.34,0.16,0.14,0,0.15,0,0,0.5,0,0.62,0.6,0.84,0,0.66,0.53,0.33,0.87,0.19,0.85,0.43,0.49,0.85,0.13,0.17,0,0,0.61,0.93,0,0.09,0,0.52,0,0.54,0,0,0.72,0.25,0,0.71,0.58,0.55,0.59,0.15,0.38,0,0.91,0.31,0.28,0.74,0,0.75,0.52,0.57,0.03,0.78,0,0.42,0,0.22,0.63,0,0,0,0.58,0.32,0,0.49,0.78,0.97,0,0.34,0,0.79,0.66,0.96,Low Control,0.21
16,0.687,1,,0.28,0.04,0.15,0.1,0.2,0.11,0.11,0.05,-0.31,0.44,0.24,0.41,0.61,0.1,0.96,0,0.29,0,0.39,0,0,0.32,0,0.49,0,0.75,0.79,0.58,0.59,0.53,0,0,0.8,0,0.02,0.5,0.42,0,0.48,0,0,0.54,0,0,0,0.7,0.8,0,0.44,0.24,0.11,0,0.24,0.41,0.61,0.1,0.96,0,0.68,0,0,0.12,0.13,0.71,0.29,0,0,0.39,0.27,0,0,0.56,0,0.32,0,0.46,0.13,0,0.49,0.46,0.7,0,0.75,0.79,0.68,0.87,0.58,0.97,0,0.06,0.59,0.53,0.27,0.41,0,0.61,0.76,0,0.34,0,0.8,0,0.42,0,0.29,0.39,0.02,0.29,0.87,0.5,0.83,0.79,0.08,0.69,0,0.69,0.41,0.61,0.49,0.08,0.42,0.58,0.6,0,0.48,0,0.04,0,0,0.54,0,0,0,0.22,0,0,0.63,0.96,0.91,0.28,0,0,0.7,0.38,0.8,Obstructive,0.22
17,0.719,0.88,,0.22,0.04,0.1,0.17,0.23,0.14,0.1,-0.26,-0.23,0,0.18,0,0.11,0.45,0.98,0,0.71,0,0,0.22,0,0.11,0,0.62,0,0.62,0.46,0.1,0.88,0.04,0,0,0.44,0,0.28,0.58,0.8,0.11,0.82,0,0,0.63,0,0.4,0.42,0.79,0.97,0,0,0,0,0,0.18,0,0.11,0.45,0.98,0,0.9,0,0,0.46,0,0.4,0.71,0,0.19,0,0.45,0.42,0.22,0.04,0,0.11,0,0,0.56,0,0.62,0.61,0.85,0,0.62,0.46,0.24,0.85,0.1,0.81,0.51,0.55,0.88,0.04,0.14,0,0,0.6,0.94,0,0.03,0,0.44,0,0.55,0,0,0.77,0.28,0,0.66,0.58,0.48,0.53,0.15,0.31,0,0.94,0.28,0.2,0.77,0,0.8,0.49,0.55,0.11,0.82,0,0.48,0,0.31,0.63,0,0,0,0.64,0.4,0,0.44,0.72,0.97,0,0.42,0,0.79,0.7,0.97,Low Control,0.21
18,0.767,1,,0.2,0.03,0.11,0.29,0.17,0.11,0.09,-0.14,-0.25,0.11,0.24,0.11,0.32,0.34,1,0,0.57,0,0.18,0.09,0,0.22,0,0.59,0,0.68,0.6,0.29,0.79,0.25,0,0,0.59,0,0.22,0.59,0.69,0,0.72,0,0,0.61,0,0.21,0.23,0.78,0.94,0,0.11,0,0,0,0.24,0.11,0.32,0.34,1,0,0.84,0,0,0.37,0,0.54,0.57,0,0,0.18,0.42,0.26,0.09,0.25,0,0.22,0,0.13,0.42,0,0.59,0.57,0.81,0,0.68,0.6,0.42,0.88,0.29,0.89,0.33,0.39,0.79,0.25,0.22,0.07,0,0.63,0.89,0,0.18,0,0.59,0,0.51,0,0,0.65,0.22,0,0.77,0.59,0.64,0.64,0.16,0.48,0,0.87,0.36,0.37,0.7,0,0.69,0.54,0.6,0,0.72,0,0.35,0,0.11,0.61,0,0,0,0.51,0.21,0,0.52,0.83,0.97,0,0.23,0,0.78,0.6,0.94,Low Control,0.22
19,0.799,1,Angry,0.3,0.06,0.14,0.15,0.16,0.12,0.08,0.08,-0.33,0.49,0.21,0.45,0.65,0.07,0.94,0,0.24,0,0.41,0,0,0.32,0,0.48,0,0.77,0.82,0.62,0.55,0.56,0,0,0.83,0,0,0.46,0.37,0,0.42,0,0,0.53,0,0,0,0.69,0.77,0,0.49,0.28,0.11,0,0.21,0.45,0.65,0.07,0.94,0,0.65,0,0,0.06,0.18,0.75,0.24,0,0,0.41,0.22,0,0,0.6,0,0.32,0,0.51,0.08,0,0.48,0.44,0.68,0,0.77,0.82,0.71,0.86,0.62,0.98,0,0,0.55,0.56,0.26,0.45,0,0.58,0.74,0,0.35,0,0.83,0,0.42,0,0.34,0.34,0,0.34,0.87,0.46,0.85,0.82,0.04,0.71,0,0.65,0.4,0.65,0.44,0.11,0.37,0.59,0.58,0,0.42,0,0,0,0,0.53,0,0,0,0.15,0,0,0.65,0.97,0.9,0.31,0,0,0.69,0.35,0.77,Obstructive,0.21
20,0.847,1,,0.24,0.03,0.14,0.13,0.22,0.17,0.07,-0.11,-0.3,0.18,0.18,0.15,0.39,0.34,0.99,0,0.54,0,0.18,0,0,0.19,0,0.62,0,0.74,0.67,0.38,0.77,0.3,0,0,0.66,0,0.12,0.52,0.63,0,0.66,0,0,0.64,0,0.12,0.15,0.8,0.9,0,0.18,0,0,0,0.18,0.15,0.39,0.34,0.99,0,0.83,0,0,0.27,0,0.61,0.54,0,0,0.18,0.34,0.15,0,0.33,0,0.19,0,0.22,0.39,0,0.62,0.6,0.82,0,0.74,0.67,0.5,0.91,0.38,0.93,0.28,0.34,0.77,0.3,0.18,0.14,0,0.59,0.89,0,0.17,0,0.66,0,0.55,0,0,0.61,0.12,0,0.77,0.52,0.67,0.71,0.08,0.5,0,0.84,0.32,0.46,0.63,0,0.63,0.6,0.56,0,0.66,0,0.25,0,0.01,0.64,0,0,0,0.43,0.12,0,0.6,0.86,0.97,0,0.15,0,0.8,0.59,0.9,Low Control,0.18
21,0.879,1,,0.19,0.02,0.13,0.17,0.2,0.17,0.12,0.08,-0.28,0.48,0.29,0.46,0.64,0.03,0.95,0,0.24,0,0.45,0,0,0.38,0,0.43,0,0.72,0.78,0.58,0.55,0.57,0,0,0.8,0,0.05,0.53,0.4,0,0.46,0,0,0.48,0,0,0,0.66,0.79,0,0.48,0.3,0.18,0,0.29,0.46,0.64,0.03,0.95,0,0.64,0,0,0.13,0.19,0.7,0.24,0,0,0.45,0.3,0,0,0.58,0,0.38,0,0.48,0.07,0,0.43,0.4,0.66,0,0.72,0.78,0.68,0.84,0.58,0.96,0,0,0.55,0.57,0.33,0.45,0,0.64,0.73,0,0.41,0,0.8,0,0.36,0,0.31,0.35,0.05,0.34,0.9,0.53,0.85,0.77,0.13,0.73,0,0.66,0.46,0.61,0.49,0.15,0.4,0.54,0.64,0,0.46,0,0.03,0,0,0.48,0,0,0,0.21,0,0,0.59,0.97,0.89,0.33,0,0,0.66,0.33,0.79,Obstructive,0.25
22,0.928,0.98,,0.21,0.05,0.18,0.16,0.18,0.13,0.08,-0.17,-0.29,0.06,0.16,0.04,0.28,0.41,0.99,0,0.62,0,0.09,0.05,0,0.13,0,0.65,0,0.72,0.6,0.29,0.82,0.19,0,0,0.59,0,0.16,0.53,0.7,0,0.72,0,0,0.67,0,0.24,0.26,0.82,0.93,0,0.06,0,0,0,0.16,0.04,0.28,0.41,0.99,0,0.87,0,0,0.33,0,0.55,0.62,0,0,0.09,0.36,0.25,0.05,0.23,0,0.13,0,0.1,0.48,0,0.65,0.63,0.85,0,0.72,0.6,0.42,0.9,0.29,0.89,0.38,0.44,0.82,0.19,0.14,0.01,0,0.58,0.92,0,0.09,0,0.59,0,0.58,0,0,0.69,0.16,0,0.72,0.53,0.6,0.66,0.08,0.42,0,0.89,0.28,0.38,0.68,0,0.7,0.59,0.54,0,0.72,0,0.33,0,0.12,0.67,0,0,0,0.5,0.24,0,0.56,0.81,0.98,0,0.26,0,0.82,0.65,0.93,Low Control,0.18
23,0.96,0.93,,0.27,0.04,0.11,0.19,0.19,0.13,0.07,-0.22,-0.29,0,0.12,0,0.21,0.47,0.98,0,0.67,0,0.02,0.09,0,0.08,0,0.67,0,0.71,0.56,0.22,0.86,0.11,0,0,0.54,0,0.16,0.52,0.74,0,0.76,0,0,0.69,0,0.31,0.33,0.84,0.94,0,0,0,0,0,0.12,0,0.21,0.47,0.98,0,0.9,0,0,0.35,0,0.51,0.67,0,0.06,0.02,0.36,0.3,0.09,0.15,0,0.08,0,0.02,0.54,0,0.67,0.66,0.88,0,0.71,0.56,0.36,0.9,0.22,0.87,0.45,0.5,0.86,0.11,0.09,0,0,0.55,0.94,0,0.02,0,0.54,0,0.6,0,0,0.74,0.16,0,0.68,0.52,0.54,0.62,0.06,0.35,0,0.92,0.24,0.32,0.69,0,0.74,0.58,0.51,0,0.76,0,0.37,0,0.19,0.69,0,0,0,0.54,0.31,0,0.54,0.77,0.99,0,0.33,0,0.84,0.7,0.94,Low Control,0.16
24,1.007,0.81,,0.23,0.05,0.15,0.21,0.2,0.11,0.04,-0.28,-0.27,0,0.1,0,0.09,0.52,0.97,0,0.73,0,0,0.17,0,0.02,0,0.67,0,0.66,0.47,0.1,0.9,0,0,0,0.44,0,0.21,0.52,0.8,0.07,0.81,0,0,0.68,0,0.41,0.43,0.83,0.96,0,0,0,0,0,0.1,0,0.09,0.52,0.97,0,0.92,0,0,0.41,0,0.43,0.73,0,0.17,0,0.39,0.39,0.17,0.03,0,0.02,0,0,0.6,0,0.67,0.67,0.89,0,0.66,0.47,0.25,0.88,0.1,0.82,0.54,0.59,0.9,0,0.05,0,0,0.54,0.96,0,0,0,0.44,0,0.61,0,0,0.8,0.21,0,0.62,0.52,0.45,0.55,0.06,0.26,0,0.95,0.2,0.22,0.74,0,0.8,0.54,0.49,0.07,0.81,0,0.45,0,0.3,0.68,0,0,0,0.62,0.41,0,0.48,0.71,0.98,0,0.43,0,0.83,0.74,0.96,Low Control,0.17
25,1.039,0.83,,0.21,0.05,0.12,0.23,0.22,0.12,0.04,-0.28,-0.28,0,0.08,0,0.09,0.53,0.97,0,0.74,0,0,0.15,0,0.01,0,0.68,0,0.66,0.47,0.11,0.9,0,0,0,0.45,0,0.19,0.51,0.8,0.06,0.81,0,0,0.69,0,0.41,0.43,0.84,0.96,0,0,0,0,0,0.08,0,0.09,0.53,0.97,0,0.93,0,0,0.39,0,0.43,0.74,0,0.16,0,0.37,0.38,0.15,0.03,0,0.01,0,0,0.61,0,0.68,0.68,0.89,0,0.66,0.47,0.25,0.88,0.11,0.82,0.54,0.59,0.9,0,0.04,0,0,0.53,0.96,0,0,0,0.45,0,0.62,0,0,0.8,0.19,0,0.62,0.51,0.45,0.56,0.04,0.25,0,0.95,0.19,0.22,0.73,0,0.8,0.55,0.47,0.06,0.81,0,0.44,0,0.29,0.69,0,0,0,0.61,0.41,0,0.49,0.71,0.98,0,0.43,0,0.84,0.75,0.96,Low Control,0.16
