angry;disgust;scared;happy;sad;surprised;neutral
6.03;1.09;4.87;0.97;35.68;0.17;51.19
3.36;0.51;3.98;0.71;33.99;0.32;57.14
5.23;1.14;3.83;0.87;36.24;0.41;52.27
4.45;0.59;4.89;0.76;31.57;0.66;57.08
6.61;1.44;6.91;0.52;21.97;1.05;61.51
2.43;0.33;3.85;0.66;21.41;0.31;71.01
2.06;0.16;4.47;0.38;22.34;0.34;70.24
3.84;0.39;7.99;1.35;34.26;0.42;51.75
4.3;0.14;9.97;0.87;24.39;0.18;60.16
3.72;0.19;9.61;0.51;19.41;0.32;66.25
4.85;0.18;9.25;1.09;23.45;0.16;61.02
3.38;0.06;7.34;1.32;20.03;0.1;67.76
3.9;0.02;8.25;1.56;17.95;0.15;68.17
5.11;0.03;5.67;1.34;19.96;0.14;67.76
3.72;0.02;7.51;1.04;21.34;0.19;66.18
8.42;0.03;9.09;2.89;27.92;0.3;51.35
5.5;0.02;7.71;2.28;16.98;0.26;67.25
6.61;0.05;7.94;1.86;26.47;0.2;56.87
8.73;0.27;5.5;0.91;30.01;0.09;54.49
3.48;0.03;4.97;0.76;16.88;0.13;73.75
3.81;0.03;5.05;1.12;14.09;0.23;75.67
4.27;0.03;2.5;0.78;13.16;0.12;79.14
4.1;0.01;3.73;0.66;9.66;0.11;81.73
3.33;0.02;5.04;0.5;12.57;0.26;78.29
3.61;0.0;5.96;0.85;19.26;0.43;69.9
5.51;0.01;9.49;0.74;19.16;1.45;63.64
5.76;0.01;7.17;1.12;20.15;0.45;65.34
4.27;0.01;8.11;0.97;17.32;0.31;69.02
5.61;0.01;8.76;0.82;21.83;0.54;62.43
5.4;0.01;4.8;1.67;19.4;0.5;68.21
5.22;0.03;3.6;0.91;15.57;0.26;74.41
3.72;0.01;6.13;0.83;15.67;0.58;73.07
2.29;0.01;4.1;0.56;17.12;0.31;75.6
4.27;0.01;6.79;1.22;16.18;0.41;71.13
5.54;0.01;7.15;0.68;15.08;0.93;70.6
4.99;0.01;9.64;1.09;22.23;1.63;60.4
5.17;0.01;7.57;2.79;13.86;0.72;69.89
7.6;0.0;8.76;3.24;15.27;1.53;63.6
3.74;0.0;9.08;1.0;16.21;0.89;69.07
